SMILES,Bioavailability,Source,Category,Collection_Date,Data_Quality
CC(=O)Nc1ccc(O)cc1,81.70805651669505,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.216493733423185,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.233581958457533,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,19.273682281825547,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.75718304936149,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,58.63317753473787,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,82.67960605551087,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.77976731892566,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,92.30046448253836,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.51504524082573,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.73692704508717,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,52.11490527482911,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.226504120817273,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.94523245298394,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,72.39384391098854,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.28701333339194,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,80.8877003448085,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,66.43908440271792,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,90.35763732161911,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,35.987981986563454,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.9527854516991,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,42.441773651676165,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,13.83230950076991,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,27.843089467834094,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,60.53208321699742,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.50089884314077,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,81.90170889623724,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,74.15755628975785,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,42.379532913423596,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.22319620987582,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,40.81780879059522,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.273855498627483,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.42491227672826,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.12793086294542,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,59.72289914646518,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.5191784110805,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.96443725229821,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,88.38600022757615,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.03537866554526,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,84.6722737801725,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.675719443383926,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.394631289145138,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.49303569853085,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.22601429131463,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.38503510855341,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,81.35560879975904,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,64.97046192755178,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.97586897576466,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.37848786293275,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,86.47461417462597,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,40.37541039917054,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.04385445968287,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.69506814027244,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,59.42085850783365,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,56.852684908095256,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.8877133444973,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,70.31776117515707,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,92.17652564496026,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,35.738965668740185,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,83.21733342781805,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.20816638306409,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.09368931531655,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.021832353821374,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.87353078291491,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,56.03720335775019,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.05016903438397,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.2982484836617,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,90.98382463503133,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.5083092675451,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,84.56137289136785,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.033009223076206,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.483711140409678,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,18.321772875097984,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,65.51263460221456,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,60.07793588656239,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,79.0123265328007,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.36337068679872,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,93.72856030520018,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.9299193579354,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.70110793660531,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.38523237001077,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,16.14801327953143,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,27.77386040161301,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,64.79473842001126,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.27844125803914,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,81.12563951638452,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,61.135778077379356,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,95.57420707615914,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,40.71823478072461,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,84.8329025051059,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,40.789889207188544,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.68245246522025,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,22.836628050938423,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.88044362037687,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.415955943050754,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,85.18110246742566,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,71.68726028030615,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,90.85754017708459,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.67466423351929,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,88.53979016378223,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.42467822150912,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.424439977084882,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,21.96538382979263,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,67.32889834419134,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,64.45330990723134,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,78.22156446030716,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,65.10477618367074,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,92.25966749280721,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,39.64265005504784,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.23307989218935,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,43.87829538335061,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,12.443554540893999,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.47533222515931,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.0237020573236,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,62.54888223164019,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,76.51923644692727,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,69.91465538397645,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,99.0,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,38.2789400536142,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,81.27278296382569,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,44.34604202757748,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,11.557387599312193,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,25.85756490072906,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.71498053952361,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,55.514015844410885,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,77.48746415659915,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.07843474065092,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,89.62392622375063,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,36.259376080866865,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,87.06206912900221,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,40.532777824511065,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,14.8505660994468,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,19.059634500522378,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,61.90066711264726,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,61.144545182597824,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,82.24859524822206,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,68.10237338692801,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.47555944673717,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,41.17567613547524,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,91.39911099010111,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,46.188767696452665,ChEMBL,Medium,2026-03-10,Experimental
c1ccc(cc1)c2ccc(cc2)c3ccccc3,15.73899665087264,ChEMBL,Low,2026-03-10,Experimental
CC(C)(C)c1ccc(O)cc1,23.811773979158176,ChEMBL,Low,2026-03-10,Experimental
Cc1ccccc1C(=O)O,62.483547212295505,ChEMBL,Medium,2026-03-10,Experimental
CCOc1ccc(cc1)C(=O)O,57.83527113979767,ChEMBL,Medium,2026-03-10,Experimental
CC(C)Cc1ccc(cc1)C(C)C(=O)O,83.60720531960278,ChEMBL,High,2026-03-10,Experimental
CC(=O)Oc1ccccc1C(=O)O,65.46972926084032,ChEMBL,Medium,2026-03-10,Experimental
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,94.79857185026306,ChEMBL,High,2026-03-10,Experimental
CC(C)NCC(COc1ccccc1)O,47.773763919841,ChEMBL,Medium,2026-03-10,Experimental
CC(=O)Nc1ccc(O)cc1,82.44335109821947,ChEMBL,High,2026-03-10,Experimental
c1ccc(cc1)c2ccccc2,47.2013529117082,ChEMBL,Medium,2026-03-10,Experimental
