SMILES,Compound_Name,Bioavailability_%,MW,HBA,RotBonds,NumRings,NumAromaticRings,NumAliphaticRings,NumSaturatedRings,NumHeteroatoms,NumHeavyAtoms,NumAtoms,NumBonds,FractionCsp3,NumValenceElectrons,NumLipinskiHBA,Molar_Refractivity,BertzCT,LabuteASA,PEOE_VSA1,PEOE_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,EState_VSA3,EState_VSA7,NumNitrogen,ECFP_0,ECFP_4,ECFP_12,ECFP_14,ECFP_18,ECFP_19,ECFP_22,ECFP_25,ECFP_27,ECFP_30,ECFP_33,ECFP_35,ECFP_37,ECFP_38,ECFP_39,ECFP_40,ECFP_42,ECFP_44,ECFP_46,ECFP_48,ECFP_53,ECFP_56,ECFP_62,ECFP_63
CC(C)NCC(COc1ccccc1)O,Atenolol,50.0,209.28900000000002,3,6,1,1,0,0,3,15,15,15,0.5,84,3,61.08250000000004,261.5844462065182,91.07869697118757,15.160178952647085,0.0,5.316788604006331,0.0,25.993281616277514,13.151638370425493,19.193479199573453,44.179309741689295,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
CC(C)NCC(COc1ccc(cc1)C(C)C)O,Metoprolol,38.0,251.37,3,7,1,1,0,0,3,18,18,18,0.6,102,3,75.17150000000004,332.85176749569683,110.17352331437738,15.160178952647085,0.0,5.316788604006331,0.0,45.75866206182015,13.151638370425493,25.111385245734844,12.13273413692322,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
CCCCCCCCCCCCCCCCCCCc1ccc(O)cc1,Octylphenol,92.0,360.626,1,18,1,1,0,0,1,26,26,26,0.76,150,1,115.97380000000008,395.11929472198574,163.15953704522855,5.106527394840706,0.0,0.0,0.0,122.49852641235884,0.0,5.749511833283905,12.13273413692322,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)cc1,4-Isopropylphenol,85.0,136.19399999999996,1,1,1,1,0,0,1,10,10,10,0.3333333333333333,54,1,42.19580000000002,198.47318047941278,61.32046321488279,5.106527394840706,0.0,0.0,0.0,19.76538044554264,0.0,11.6674178794453,12.13273413692322,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1,Cumene,88.0,120.19499999999995,0,1,1,1,0,0,0,9,9,9,0.3333333333333333,48,0,40.53100000000002,162.65300142116237,56.52622946268678,0.0,0.0,0.0,0.0,19.76538044554264,0.0,5.917906046161393,6.06636706846161,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)Cc1ccccc1,Isobutylbenzene,82.0,134.22199999999998,0,2,1,1,0,0,0,10,10,10,0.4,54,0,44.98400000000003,174.4896154807834,62.89117157708339,0.0,0.0,0.0,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
c1ccc(cc1)c2ccccc2,Biphenyl,75.0,154.21199999999996,0,1,2,2,0,0,0,12,12,13,0.0,58,0,51.87800000000003,297.4313204906765,72.48849732556099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(C)(C)c1ccc(O)cc1,4-tert-Butylphenol,88.0,150.22099999999998,1,0,1,1,0,0,1,11,11,11,0.4,60,1,46.80680000000004,228.04484428381983,67.6854053292794,5.106527394840706,0.0,0.0,0.0,26.186202068468653,0.0,5.749511833283905,12.13273413692322,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
c1ccc(cc1)C(c2ccccc2)c3ccccc3,Triphenylmethane,15.0,244.337,0,3,3,3,0,0,0,19,19,21,0.05263157894736842,92,0,80.27100000000004,518.0619248819434,113.91053364602166,0.0,0.0,0.0,0.0,5.917906046161393,0.0,5.917906046161393,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
CC(C)CC(C)C(=O)O,3-Methylbutyric acid,92.0,130.18699999999998,1,3,0,0,0,0,2,9,9,8,0.8571428571428571,54,1,36.25479999999999,97.089273230246,55.884659566448974,5.106527394840706,4.794537184071822,0.0,11.835812092322787,27.19203322199788,0.0,5.917906046161393,13.847474399381248,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
c1ccc(cc1)CC(=O)O,Phenylacetic acid,78.0,136.14999999999998,1,2,1,1,0,0,2,10,10,10,0.125,52,1,37.781800000000004,215.9590174505521,59.117043200529956,5.106527394840706,4.794537184071822,0.0,0.0,6.4208216229260096,0.0,0.0,18.19910120538483,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
CC(C)(C)c1ccccc1,tert-Butylbenzene,85.0,134.22199999999998,0,0,1,1,0,0,0,10,10,10,0.4,54,0,45.14200000000003,191.02833704135648,62.89117157708339,0.0,0.0,0.0,0.0,26.186202068468653,0.0,5.41499046939678,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc(cc1)C(C)C,Isopropylbenzene,80.0,120.19499999999996,0,1,1,1,0,0,0,9,9,9,0.3333333333333333,48,0,40.53100000000002,162.65300142116237,56.52622946268678,0.0,0.0,0.0,0.0,19.76538044554264,0.0,5.917906046161393,6.06636706846161,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(cc1)C(C)C,p-Diisopropylbenzene,88.0,162.27599999999995,0,2,1,1,0,0,0,12,12,12,0.5,66,0,54.62000000000005,201.72015243201014,75.6210558058766,0.0,0.0,0.0,0.0,39.53076089108528,0.0,11.835812092322787,0.0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)Cc1ccc(cc1)C(C)C,p-Isobutylisopropylbenzene,85.0,176.30299999999997,0,3,1,1,0,0,0,13,13,13,0.5384615384615384,72,0,59.07300000000005,241.2457497788808,81.9859979202732,0.0,0.0,0.0,5.917906046161393,40.0336764678499,0.0,5.917906046161393,0.0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)c(C(C)C)c1,"2,5-Diisopropylphenol",78.0,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000005,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)c(C(C)C)c1,"2,6-Diisopropylphenol",72.0,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000005,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol",75.0,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000004,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)cc1C(C)C,"2,4-Diisopropylphenol",70.0,178.27499999999995,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000004,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,12.13273413692322,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1O,2-Isopropylphenol,82.0,136.19399999999996,1,1,1,1,0,0,1,10,10,10,0.3333333333333333,54,1,42.19580000000002,215.72318047941278,61.32046321488279,5.106527394840706,0.0,0.0,0.0,19.76538044554264,0.0,11.6674178794453,18.19910120538483,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1C(C)C,"2,6-Diisopropylbenzene",85.0,162.27599999999995,0,2,1,1,0,0,0,12,12,12,0.5,66,0,54.62000000000005,218.97015243201014,75.6210558058766,0.0,0.0,0.0,0.0,39.53076089108528,0.0,11.835812092322787,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1C(C)C,"2,4-Diisopropylbenzene",83.0,162.27599999999995,0,2,1,1,0,0,0,12,12,12,0.5,66,0,54.62000000000005,218.97015243201014,75.6210558058766,0.0,0.0,0.0,0.0,39.53076089108528,0.0,11.835812092322787,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1C(C)C,"3,5-Diisopropylbenzene",84.0,162.27599999999995,0,2,1,1,0,0,0,12,12,12,0.5,66,0,54.62000000000005,218.97015243201014,75.6210558058766,0.0,0.0,0.0,0.0,39.53076089108528,0.0,11.835812092322787,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc(cc1)CC(C)C,Isobutylbenzene,82.0,134.22199999999998,0,2,1,1,0,0,0,10,10,10,0.4,54,0,44.98400000000003,174.4896154807834,62.89117157708339,0.0,0.0,0.0,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene,85.0,134.22199999999998,0,0,1,1,0,0,0,10,10,10,0.4,54,0,45.14200000000003,191.0283370413565,62.89117157708339,0.0,0.0,0.0,0.0,26.186202068468653,0.0,5.41499046939678,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CN1C=NC2=C1C(=O)N(C(=O)N2C)C,Caffeine,95.0,194.194,6,0,2,2,0,0,6,14,14,15,0.375,74,6,51.19600000000001,616.5285919942219,79.02895701814933,4.567099647791355,13.928736479654532,18.685277464321274,21.143015948031568,0.0,0.0,11.16387793838399,0.0,4,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
Cc1oncc1C(=O)Nc1ccc(cc1)C(F)(F)F,Leflunomide,80.0,270.21,3,2,2,2,0,0,7,19,19,20,0.16666666666666666,100,3,60.63720000000001,587.7671184973083,105.75664771197401,9.83988354097968,4.794537184071822,5.156663257125445,0.0,13.100035717134098,5.316788604006331,5.760247418874442,0.0,2,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene_analog_51,80.5981240866884,134.22199999999998,0,0,1,1,0,0,0,10,10,10,0.4,54,0,45.14200000000003,191.0283370413565,62.89117157708339,0.0,0.0,0.0,0.0,26.186202068468653,0.0,5.41499046939678,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CCN(CC)c1ccc(cc1)C(c2ccccc2)c3ccccc3,Diphenhydramine_analog_52,66.12346457960325,315.46000000000004,1,6,3,3,0,0,1,24,24,26,0.21739130434782608,122,1,103.83200000000004,688.5088533449272,145.13013577381145,4.899909730850478,0.0,0.0,0.0,19.76538044554264,17.98942254267563,0.0,0.0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
CC(C)c1ccc(O)cc1,4-Isopropylphenol_analog_53,83.12677300221331,136.19399999999996,1,1,1,1,0,0,1,10,10,10,0.3333333333333333,54,1,42.19580000000002,198.47318047941278,61.32046321488279,5.106527394840706,0.0,0.0,0.0,19.76538044554264,0.0,11.6674178794453,12.13273413692322,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)NCC(COc1ccccc1)O,Atenolol_analog_54,48.12690434440656,209.28900000000002,3,6,1,1,0,0,3,15,15,15,0.5,84,3,61.08250000000004,261.5844462065182,91.07869697118757,15.160178952647085,0.0,5.316788604006331,0.0,25.993281616277514,13.151638370425493,19.193479199573453,44.179309741689295,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
CC(C)NCC(COc1ccccc1)O,Atenolol_analog_55,52.2323303376011,209.28900000000002,3,6,1,1,0,0,3,15,15,15,0.5,84,3,61.08250000000004,261.5844462065182,91.07869697118757,15.160178952647085,0.0,5.316788604006331,0.0,25.993281616277514,13.151638370425493,19.193479199573453,44.179309741689295,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
CC(C)Cc1ccccc1,Isobutylbenzene_analog_56,90.0841222784522,134.22199999999998,0,2,1,1,0,0,0,10,10,10,0.4,54,0,44.98400000000003,174.4896154807834,62.89117157708339,0.0,0.0,0.0,5.917906046161393,20.268296022307258,0.0,0.0,0.0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
CC(C)c1cc(C(=O)O)ccc1O,Naproxen_analog_57,91.2442049125204,180.20299999999997,2,2,1,1,0,0,3,13,13,13,0.3,70,2,49.155100000000026,328.94178503314396,76.64116118151918,10.213054789681411,0.0,0.0,0.0,19.76538044554264,0.0,5.563451491696996,13.847474399381248,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)cc1,4-Isopropylphenol_analog_58,89.34048034868772,136.19399999999996,1,1,1,1,0,0,1,10,10,10,0.3333333333333333,54,1,42.19580000000002,198.47318047941278,61.32046321488279,5.106527394840706,0.0,0.0,0.0,19.76538044554264,0.0,11.6674178794453,12.13273413692322,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1O,2-Isopropylphenol_analog_59,83.93569817252828,136.19399999999996,1,1,1,1,0,0,1,10,10,10,0.3333333333333333,54,1,42.19580000000002,215.72318047941278,61.32046321488279,5.106527394840706,0.0,0.0,0.0,19.76538044554264,0.0,11.6674178794453,18.19910120538483,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol_analog_60",59.69375804273761,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000004,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccccc1,tert-Butylbenzene_analog_61,91.53156064761062,134.22199999999998,0,0,1,1,0,0,0,10,10,10,0.4,54,0,45.14200000000003,191.02833704135648,62.89117157708339,0.0,0.0,0.0,0.0,26.186202068468653,0.0,5.41499046939678,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)c(C(C)C)c1,"2,5-Diisopropylphenol_analog_62",65.80899201907312,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000005,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)Cc1ccc(cc1)C(C)C,p-Isobutylisopropylbenzene_analog_63,86.77663121251794,176.30299999999997,0,3,1,1,0,0,0,13,13,13,0.5384615384615384,72,0,59.07300000000005,241.2457497788808,81.9859979202732,0.0,0.0,0.0,5.917906046161393,40.0336764678499,0.0,5.917906046161393,0.0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol_analog_64",68.85618798445539,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000004,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1cc(C(=O)O)ccc1O,Naproxen_analog_65,98.3360888773054,180.20299999999997,2,2,1,1,0,0,3,13,13,13,0.3,70,2,49.155100000000026,328.94178503314396,76.64116118151918,10.213054789681411,0.0,0.0,0.0,19.76538044554264,0.0,5.563451491696996,13.847474399381248,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)Cc1ccc(cc1)C(C)C(=O)O,Phenytoin_analog_66,81.65969485696925,206.28499999999997,1,4,1,1,0,0,2,15,15,15,0.46153846153846156,82,1,61.03480000000004,324.8941190021566,90.94175377251301,5.106527394840706,4.794537184071822,0.0,5.917906046161393,33.10993926815928,0.0,5.917906046161393,24.26546827384644,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
c1ccc(cc1)C(C)(C)C,tert-Butylbenzene_analog_67,68.78624307415926,134.22199999999998,0,0,1,1,0,0,0,10,10,10,0.4,54,0,45.14200000000003,191.0283370413565,62.89117157708339,0.0,0.0,0.0,0.0,26.186202068468653,0.0,5.41499046939678,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c1ccc(cc1)C(C)C,Isopropylbenzene_analog_68,88.9553888924947,120.19499999999996,0,1,1,1,0,0,0,9,9,9,0.3333333333333333,48,0,40.53100000000002,162.65300142116237,56.52622946268678,0.0,0.0,0.0,0.0,19.76538044554264,0.0,5.917906046161393,6.06636706846161,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(=O)Oc1ccccc1C(=O)O,Aspirin_analog_69,63.18634710216482,180.15899999999996,3,2,1,1,0,0,4,13,13,13,0.1111111111111111,68,3,44.71030000000002,343.2228677267164,74.75705264447721,9.843390348640755,4.794537184071822,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CN1CCC[C@H]1c2cccnc2,Nicotine_analog_70,34.818225476071504,162.236,2,1,2,1,1,1,2,12,12,13,0.5,64,2,48.842000000000034,245.27530899395384,73.22976418910065,0.0,9.883888251797686,9.883888251797686,0.0,18.88348407499998,13.592428388589765,6.041840829147961,18.460054211687762,2,1,1,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1
CC(C)c1ccc(O)c(c1)C(C)C,"3,5-Diisopropylphenol_analog_71",70.7308095692601,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000004,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccc(O)cc1,4-Isopropylphenol_analog_72,84.95577710143898,136.19399999999996,1,1,1,1,0,0,1,10,10,10,0.3333333333333333,54,1,42.19580000000002,198.47318047941278,61.32046321488279,5.106527394840706,0.0,0.0,0.0,19.76538044554264,0.0,11.6674178794453,12.13273413692322,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
c1ccc(cc1)c2ccccc2,Biphenyl_analog_73,81.5803592968255,154.21199999999996,0,1,2,2,0,0,0,12,12,13,0.0,58,0,51.87800000000003,297.4313204906765,72.48849732556099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC(=O)Oc1ccccc1C(=O)O,Aspirin_analog_74,58.23325080023182,180.15899999999996,3,2,1,1,0,0,4,13,13,13,0.1111111111111111,68,3,44.71030000000002,343.2228677267164,74.75705264447721,9.843390348640755,4.794537184071822,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)NCC(COc1ccccc1)O,Propranolol_analog_75,28.58399837822638,209.28900000000002,3,6,1,1,0,0,3,15,15,15,0.5,84,3,61.08250000000004,261.5844462065182,91.07869697118757,15.160178952647085,0.0,5.316788604006331,0.0,25.993281616277514,13.151638370425493,19.193479199573453,44.179309741689295,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0
CC(C)c1ccc(O)c(C(C)C)c1,"2,5-Diisopropylphenol_analog_76",66.85266447301836,178.27499999999998,1,2,1,1,0,0,1,13,13,13,0.5,72,1,56.28480000000005,287.17599275295936,80.41528955807262,5.106527394840706,0.0,0.0,0.0,39.53076089108528,0.0,17.585323925606694,6.06636706846161,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)(C)c1ccc(O)cc1,4-tert-Butylphenol_analog_77,89.7491065284309,150.22099999999998,1,0,1,1,0,0,1,11,11,11,0.4,60,1,46.80680000000004,228.04484428381983,67.6854053292794,5.106527394840706,0.0,0.0,0.0,26.186202068468653,0.0,5.749511833283905,12.13273413692322,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1C(C)C,"2,4-Diisopropylbenzene_analog_78",90.05408831158888,162.27599999999995,0,2,1,1,0,0,0,12,12,12,0.5,66,0,54.62000000000005,218.97015243201014,75.6210558058766,0.0,0.0,0.0,0.0,39.53076089108528,0.0,11.835812092322787,0.0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(C)c1ccccc1,Cumene_analog_79,87.07481374089407,120.19499999999995,0,1,1,1,0,0,0,9,9,9,0.3333333333333333,48,0,40.53100000000002,162.65300142116237,56.52622946268678,0.0,0.0,0.0,0.0,19.76538044554264,0.0,5.917906046161393,6.06636706846161,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
